7,Seiho,セイホ,,バンド紹介本文,1987年生まれの大阪在住のトラックメーカー / DJ。ヒップホップやポストダブステップ、エレクトロニカ、チルウェーブなどを取り入れたサウンドで頭角を現し、自身が設立に携わったレーベル・Day Tripper Recordsから2012年1月に1stアルバム「MERCURY」を発表した。その後エレクトロニックミュージックイベント「SonarSound Tokyo 2012」への出演を果たし、2013年にはMTVが注目する若手プロデューサー7人に選出。2013年6月には2ndアルバム「ABSTRAKTSEX」を発表し、収録曲「I Feel Rave」がフロアアンセムとなった。また2011年よりAvec AvecことTakuma Hosokawaとポップユニット・Sugar's Campaignとしても活動。SPEEDSTAR RECORDSよりメジャーデビューし、2015年1月に1stアルバム「FRIENDS」を発表した。
,,,,オフィシャルweb  URL,
,,,,Facebook,https://www.facebook.com/seiho777
,,,, Instagram,https://www.instagram.com/seiho777
,,,,Twitter,https://twitter.com/seiho777
8,TASQ,タスク,,,
,,,,,
9,チプルソ,チプ,◉,バンド紹介本文,服部緑地公園rep.のRapper/Beat Maker。 NoDJ1MC⦆LIVEで永続的に全国をまわってい る。FreeStyleでも有名で、多くの優勝・Best Boutを残しYouTubeの総再生回数は2000万回を 超えている。彼の作品は熱望する店舗のみ販 売されており 、発表1年で全国にて完売したその「一人宇宙I」には2万円以上の値が付けられ 、続いて発表された「一人宇宙II」は在庫有りにも関わらず1万円近くの値段で取引される事となった。
,,,,オフィシャルweb  URL,http://tipleso.blog3.fc2.com/
,,,,Facebook,
,,,, Instagram,https://twitter.com/tpls.medical_music
,,,,Twitter,https://twitter.com/chipuruso4545
10,DJ YASA,ディ,,,
,,,,,
11,DUENDE,デゥエンデ,,,
,,,,,
12,DENIMS,デニムす,,バンド紹介本文,"古い物好きだけど新しい事をしたい。大人だけど子供のように。お洒落だけど泥臭い。
そんなバンド。2012年 大阪堺にてDENIMS結成。
2015年 自主レーベルOSAMIstudio.から初の全国流通盤となる1st Mini Album “Daily use” をリリース。
2016年 2nd Mini Album“iggy&pops”をリリース、ツアーファイナル@東心斎橋CONPASS初ワンマンはソールド。
同年、FUJI ROCK FESTIVAL’16出演。2017年 1st full album”DENIMS”をリリース。VIVA LA ROCK 2017出演。
2018年　東名阪福、4都市のワンマンツアーを行い全公演ソールドアウト。
大阪・味園ユニバースにてDENIMS主催フェス”ODD SAFARI”を開催し、700人動員しソールドアウト。
RUSH BALL 2018出演。2019年　V6 50thシングルCPに「そんな顔しなくたっていい」を楽曲提供。"
,,,,オフィシャルweb  URL,http://denim-s.jp/
,,,,Facebook,https://www.facebook.com/DENIMS.jp
,,,, Instagram,https://www.instagram.com/denims_official
,,,,Twitter,https://twitter.com/DENIMS_official
13,FANCY,ファン,◉,バンド紹介本文,2018 年夏、突如センセーショナルに発足した ZEN-LA-ROCK / G.RINA /鎮座 DOPENESS からなる新ユニット「FNCY」 楽曲のみならず、様々な年代へのオマージュが 散りばめられたファッション・MV・オフィシャ ルグッズなど、その懐かしくも最先端な世界観 すべてが話題を呼んでいる。2021 年9月21 日に2st Albumをリリース。
,,,,オフィシャルweb  URL,http://fncy.tokyo/
,,,,Facebook,
,,,, Instagram,
,,,,Twitter,https://twitter.com/FNCY_official
14,fox capture plan ,フォックス,◉,バンド紹介本文,現代版ジャズ・ロック”をコンセプトとした情熱的かつクールで新感覚なピアノ・トリオ・サウンドを目 指し、それぞれ違う個性を持つバンドで活動する 3 人が集まり 2011 年結成。過去 7 枚のフル・アルバム 、“ CD ショップ大賞 ジャズ部門賞” など数々の賞を受賞。 2 “ FUJI ROCK FESTIVAL ’ 16 ” 、 2017 年 “ SUMMER SO NIC 2017 ”、 2018 年ブルーノート東京での単独 2DAYS 公 演を果たす他、3 回に及ぶ中国ツアーなど海外公演も積極的に行っている。 2019 年 11 月・ 12 月にはビルボ ードライブ東京・大阪、名古屋ブルーノートでの単独公演を敢行。楽曲制作では、 TBS ドラマ「カルテッ ト」を始め、ドラマ、アニメの劇伴音楽を担当。月 9 ドラマの劇場版「コンフィデンスマン JP プリンセス編」は大ヒット公開中 。その他 CM やゲームなど多方面へ楽曲を提供している。
,,,,オフィシャルweb  URL,www.foxcaptureplan.com/
,,,,Facebook,https://www.facebook.com/foxcaptureplan/
,,,, Instagram,https://www.instagram.com/foxcaptureplan/
,,,,Twitter,https://twitter.com/foxcaptureplan
15,福井県立武生商工高等学校吹奏楽部,ふくい,,バンド紹介本文,"３年連続で全国大会出場を果たした北陸代表、福井県立武生商業高等学校、吹奏楽部は、
「日本一ファンキーなバンド」として注目を集めているバンドです。"
,,,,オフィシャルweb  URL,http://www.takefu-ch.ed.jp/
,,,,Facebook,https://www.facebook.com/pages/category/Musician/%E6%AD%A6%E7%94%9F%E5%95%86%E6%A5%AD%E9%AB%98%E7%AD%89%E5%AD%A6%E6%A0%A1%E5%90%B9%E5%A5%8F%E6%A5%BD%E9%83%A8-110602040323413/
,,,, Instagram,
,,,,Twitter,
16,the hey song,ヘイそんぐ,◉,バンド紹介本文,"Bass落合""キット""慶太、Piano芝田育代によるインストゥルメンタルバンド。
2015年より本格的に始動。2019年ビクターエンタテインメントよりメジャーデビュー。映画音楽に影響を受け「日常を映画のワンシーンに」をテーマにしたバンド。サポートメンバーにギター・ドラムを迎えライブ展開。
ADAM at、伊藤隆郎(TRI4TH)、橋本孝太も参加。楽しくも映画を見ているような音楽にライブ中涙するファンも多数。
メジャーデビュー作1st mini album「seed」がTOWER RECORDS JAZZチャートデイリー１位＆ウィークリー２位を獲得、iTunesStore JAZZアルバムチャートでは１位を獲得。Apple Musicやマクドナルドの店内BGMの公式プレイリストに選曲される。"
,,,,オフィシャルweb  URL,theheysongband.wixsite.com/official
,,,,Facebook,https://www.facebook.com/theheysong
,,,, Instagram,https://www.instagram.com/theheysong_jp/
,,,,Twitter,https://twitter.com/the_hey_song_jp
17,THE BED ROOM TAPE,ベッドルーム,,バンド紹介本文,京都のインストバンドNabowaのギタリストである景山奏のソロプロジェクト
,,,,オフィシャルweb  URL,
,,,,Facebook,https://www.facebook.com/thebedroomtape/
,,,, Instagram,https://www.instagram.com/kanadekageyamaa/?hl=ja
,,,,Twitter,
18,Ball head,ボール,,バンド紹介本文,"日本のビートメーカー。
ヒップホップのダンスミュージック的側面にアプローチした彼のスタイルは、パワフルさと繊細さが同居する唯一無二のサウンドを生み出している。2017年11月にはWONKやMELRAW擁する新進気鋭のレーベルEPISTROPHからフルアルバム『WEDO』をデジタルリリース。また2018年5月にリリースしたWONK “Midnight Cruise - Ballhead Remix”はSpotify公式プレイリストに複数選出され注目を集める。2018年10月31日には最新作『yella』をデジタルリリース"
,,,,オフィシャルweb  URL,
,,,,Facebook,
,,,, Instagram,
,,,,Twitter,
19,Michael kaneko,マイケル,,バンド紹介本文,"湘南生まれ、南カリフォルニア育ちの日本人シンガーソングライター。
デビュー前にボーカリストとして起用されたTOYOTA、PanasonicのTVCMが話題となり問い合わせが殺到。
ウィスパーながらも芯のあるシルキーヴォイスが早耳音楽ファンの間で評判となる。
その後、デビュー前にもかかわずFUJI ROCK FESTIVAL、SUMMER SONIC、GREENROOM FESTIVALなどに出演。
タワーレコード“NO MUSIC, NO LIFE?”のポスターに登場。また AmPm feat. Michael Kanekoが各国Spotifyのバイラル・チャートにランクイン。インドネシアのフェスでは1万人規模のオーディエンスが大合唱、その声は5,000万人に届くことに。
そして2017年、満を持して『Westbound EP』でデビュー。
卓越したソングライティングとパフォーマンスは話題を呼び、プロデューサーとして森山直太朗、あいみょん、瑛人、Rude-α、majiko、s**t kingz、足立佳奈、Miyuuなどを手がける。
さらに大橋トリオ、ハナレグミ、藤原さくら、さかいゆう、SKY-HI & THE SUPER FLYERS、DJ HASEBE、Kan Sanoなどのライブやレコーディングにも参加。
また、CITROËN、NISSAN、ダイハツ、BACARDÍ、SHARP、IKEA、FREAK'S STORE、Amazon、J-WAVE、資生堂、ヤクルトなどのCM楽曲やジングル、映画「とんかつDJアゲ太郎」「サヨナラまでの30分」「ママレード・ボーイ」、ドラマ「僕たちがやりました」、アニメ「メガロボクス」のテーマソングや劇伴音楽も手がける。
2020年、1stアルバム『ESTERO』をリリース。
ラッパー Daichi Yamamotoをフィーチャリングするなど音楽性も幅を広げヒットを記録。
さらに、BAYFLOW、Ray-Ban、OFFSHOREのコラボや広告モデル、MUSIC ON! TVのMCなど、音楽活動にとどまらず活躍の場を広げている。"
,,,,オフィシャルweb  URL,http://michaelkaneko.com/
,,,,Facebook,https://ja-jp.facebook.com/michaelkanekomusic
,,,, Instagram,https://www.instagram.com/michaelkanekomusic
,,,,Twitter,https://twitter.com/michael_kaneko
